1	3	1.09405000000000	17.1483000000000	2595.24060000000	24.2365000000000	21.8017000000000	2627.71220000000	-4.41517000000000	-0.0771727000000000	2656.11160000000	0	0	0
2	2	-7.72710000000000	-2.52437000000000	2598.48550000000	-4.85699000000000	2.56251000000000	2659.56930000000	0	0	0	0	0	0
3	1	-5.26307000000000	0.507304000000000	2656.48670000000	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0
5	3	-10.3613000000000	-9.96470000000000	1825.50800000000	5.51460000000000	23.2987000000000	2158.62990000000	-5.36595000000000	2.22868000000000	2656.48500000000	0	0	0
6	2	-3.75535000000000	1.44071000000000	2659.23350000000	-8.18780000000000	0.0285405000000000	2707.65290000000	0	0	0	0	0	0
7	1	-4.69173000000000	0.187813000000000	2656.51310000000	0	0	0	0	0	0	0	0	0
8	2	-3.71546000000000	4.87413000000000	2017.63500000000	-5.24195000000000	0.823404000000000	2656.37780000000	0	0	0	0	0	0
9	2	-3.88817000000000	0.899272000000000	2655.34800000000	3.74208000000000	-2.69858000000000	2657.44440000000	0	0	0	0	0	0
10	1	-10.0909000000000	15.0046000000000	2656.43900000000	0	0	0	0	0	0	0	0	0
11	1	-4.71803000000000	-0.330958000000000	2656.09050000000	0	0	0	0	0	0	0	0	0
12	1	-4.16449000000000	0.580557000000000	2656.31170000000	0	0	0	0	0	0	0	0	0
13	1	-5.68934000000000	2.07063000000000	2655.98020000000	0	0	0	0	0	0	0	0	0
14	2	-10.2724000000000	8.46784000000000	1820.91100000000	-5.63711000000000	1.80686000000000	2655.80020000000	0	0	0	0	0	0
15	2	-9.30079000000000	16.1951000000000	2658.57680000000	-5.83453000000000	-2.05930000000000	2660.93310000000	0	0	0	0	0	0
16	3	-4.54062000000000	2.45602000000000	1867.87190000000	-4.83280000000000	2.41371000000000	2655.12970000000	-3.79819000000000	1.41583000000000	2705.83000000000	0	0	0
17	1	-4.00199000000000	2.06073000000000	2656.78930000000	0	0	0	0	0	0	0	0	0
18	2	-5.69492000000000	0.974611000000000	2656.49790000000	-6.08172000000000	0.788469000000000	2927.86040000000	0	0	0	0	0	0
19	1	-5.16209000000000	-0.278035000000000	2656.75840000000	0	0	0	0	0	0	0	0	0
20	4	-11.3882000000000	19.5352000000000	2126.64210000000	-17.8410000000000	-5.45908000000000	2597.28180000000	-13.8699000000000	29.9347000000000	2618.46070000000	-8.23227000000000	13.1803000000000	2657.30440000000
21	2	-4.35378000000000	-0.0144351000000000	2603.81170000000	-5.44137000000000	-0.0699842000000000	2657.14900000000	0	0	0	0	0	0
22	2	30.2827000000000	14.2570000000000	1186.80930000000	-5.55670000000000	-0.331061000000000	2656.99920000000	0	0	0	0	0	0
23	2	6.76436000000000	9.33178000000000	1797.28520000000	-4.99876000000000	0.307255000000000	2655.88460000000	0	0	0	0	0	0
24	1	-5.15197000000000	-0.472159000000000	2657.88530000000	0	0	0	0	0	0	0	0	0
25	1	-4.71498000000000	-0.198620000000000	2657.13840000000	0	0	0	0	0	0	0	0	0
26	1	-4.61617000000000	0.344779000000000	2656.03860000000	0	0	0	0	0	0	0	0	0
27	1	-4.49470000000000	-0.0707495000000000	2656.32420000000	0	0	0	0	0	0	0	0	0
28	2	-3.70041000000000	-1.36276000000000	2656.40170000000	-3.56119000000000	4.31882000000000	2658.92650000000	0	0	0	0	0	0
29	2	9.37149000000000	20.5884000000000	2628.48390000000	-18.7027000000000	-15.6996000000000	2631.17270000000	0	0	0	0	0	0
30	1	-7.20489000000000	1.52543000000000	2656.72330000000	0	0	0	0	0	0	0	0	0
31	1	-4.97328000000000	1.47562000000000	2657.89860000000	0	0	0	0	0	0	0	0	0
32	1	-5.31200000000000	1.56803000000000	2655.19180000000	0	0	0	0	0	0	0	0	0
33	2	-5.94490000000000	8.39809000000000	2553.03020000000	-5.39834000000000	0.0314335000000000	2656.89410000000	0	0	0	0	0	0
34	1	-6.27742000000000	0.635582000000000	2657.59940000000	0	0	0	0	0	0	0	0	0
35	1	-5.44602000000000	0.798449000000000	2656.52880000000	0	0	0	0	0	0	0	0	0
36	2	-1.88655000000000	11.0546000000000	1891.90520000000	-4.60814000000000	2.29808000000000	2655.29100000000	0	0	0	0	0	0
37	2	-10.3318000000000	14.7803000000000	2655.95110000000	-6.70045000000000	1.73936000000000	2892.01220000000	0	0	0	0	0	0
38	1	-5.15183000000000	0.751219000000000	2657.55390000000	0	0	0	0	0	0	0	0	0
39	3	-4.10559000000000	-2.78931000000000	1810.07800000000	-12.4466000000000	10.1035000000000	1817.90950000000	-5.26840000000000	1.01922000000000	2656.03060000000	0	0	0
40	1	-4.53817000000000	0.0167925000000000	2656.83470000000	0	0	0	0	0	0	0	0	0
41	1	-4.92284000000000	0.157512000000000	2657.27650000000	0	0	0	0	0	0	0	0	0
42	2	-11.1207000000000	11.3792000000000	2656.88370000000	-8.89289000000000	-1.85353000000000	2659.44110000000	0	0	0	0	0	0
43	4	5.04883000000000	-1.62746000000000	1789.34650000000	-7.70390000000000	3.95841000000000	2548.91510000000	-3.95866000000000	1.98942000000000	2656.42510000000	-5.20232000000000	1.14134000000000	2706.96550000000
44	3	-5.19327000000000	2.36577000000000	2601.98730000000	-4.48937000000000	0.194284000000000	2657.73510000000	-36.5995000000000	2.64636000000000	2700.60530000000	0	0	0
45	1	-3.49124000000000	-0.429667000000000	2657.42720000000	0	0	0	0	0	0	0	0	0
46	1	-4.71024000000000	-0.475371000000000	2657.47330000000	0	0	0	0	0	0	0	0	0
