1,0,55,0
1,1.87912,55,3814.79
2,0,55,0.52632
2,1.87011,55,3815.32
3,0,55,1.0526
3,1.86628,55,3815.84
4,0,55,1.5789
4,1.8633,55,3816.37
5,0,55,2.1053
5,1.86077,55,3816.89
6,0,55,2.6316
6,1.85852,55,3817.42
7,0,55,3.1579
7,1.85647,55,3817.95
8,0,55,3.6842
8,1.85457,55,3818.48
9,0,55,4.2105
9,1.85279,55,3819
10,0,55,4.7368
10,1.85111,55,3819.53
11,0,55,5.2632
11,1.84952,55,3820.06
12,0,55,5.7895
12,1.84799,55,3820.58
13,0,55,6.3158
13,1.84652,55,3821.11
14,0,55,6.8421
14,1.84511,55,3821.64
15,0,55,7.3684
15,1.84375,55,3822.16
16,0,55,7.8947
16,1.84243,55,3822.68
17,0,55,8.4211
17,1.84114,55,3823.21
18,0,55,8.9474
18,1.83989,55,3823.74
19,0,55,9.4737
19,1.83868,55,3824.26
20,0,55,10
20,1.83749,55,3824.79
21,0,55,0
21,1.87912,55,3814.79
22,0,55,0.52632
22,1.87024,53.7796,3815.31
23,0,55,1.0526
23,1.86648,53.2828,3815.85
24,0,55,1.5789
24,1.86355,52.9047,3816.38
25,0,55,2.1053
25,1.86106,52.5876,3816.9
26,0,55,2.6316
26,1.85886,52.3098,3817.42
27,0,55,3.1579
27,1.85685,52.0598,3817.92
28,0,55,3.6842
28,1.85499,51.8309,3818.45
29,0,55,4.2105
29,1.85325,51.6188,3818.98
30,0,55,4.7368
30,1.85159,51.4203,3819.52
31,0,55,5.2632
31,1.85003,51.2335,3820.04
32,0,55,5.7895
32,1.84853,51.0563,3820.58
33,0,55,6.3158
33,1.8471,50.8876,3821.1
34,0,55,6.8421
34,1.84571,50.7264,3821.64
35,0,55,7.3684
35,1.84437,50.5716,3822.15
36,0,55,7.8947
36,1.84308,50.423,3822.68
37,0,55,8.4211
37,1.84182,50.2793,3823.21
38,0,55,8.9474
38,1.8406,50.1407,3823.73
39,0,55,9.4737
39,1.83941,50.0065,3824.26
40,0,55,10
40,1.83825,49.8763,3824.78
41,0,55,0
41,1.87912,55,3814.79
42,0,55,0.52632
42,1.87063,52.5936,3815.33
43,0,55,1.0526
43,1.86707,51.6112,3815.83
44,0,55,1.5789
44,1.86429,50.8634,3816.37
45,0,55,2.1053
45,1.86193,50.2363,3816.9
46,0,55,2.6316
46,1.85985,49.6875,3817.41
47,0,55,3.1579
47,1.85795,49.194,3817.92
48,0,55,3.6842
48,1.85619,48.7422,3818.46
49,0,55,4.2105
49,1.85453,48.323,3819
50,0,55,4.7368
50,1.85298,47.9312,3819.54
51,0,55,5.2632
51,1.8515,47.5611,3820.08
52,0,55,5.7895
52,1.8501,47.2108,3820.59
53,0,55,6.3158
53,1.84875,46.8772,3821.11
54,0,55,6.8421
54,1.84746,46.5582,3821.63
55,0,55,7.3684
55,1.84621,46.2529,3822.14
56,0,55,7.8947
56,1.845,45.9587,3822.67
57,0,55,8.4211
57,1.84383,45.6757,3823.19
58,0,55,8.9474
58,1.84267,45.4016,3823.73
59,0,55,9.4737
59,1.84156,45.1362,3824.26
60,0,55,10
60,1.84047,44.8791,3824.79
61,0,55,0
61,1.87912,55,3814.79
62,0,55,0.52632
62,1.87129,51.4699,3815.3
63,0,55,1.0526
63,1.86801,50.0276,3815.84
64,0,55,1.5789
64,1.86548,48.9297,3816.35
65,0,55,2.1053
65,1.86332,48.0093,3816.92
66,0,55,2.6316
66,1.86143,47.2018,3817.43
67,0,55,3.1579
67,1.85972,46.476,3817.93
68,0,55,3.6842
68,1.85814,45.8117,3818.46
69,0,55,4.2105
69,1.85665,45.1964,3818.99
70,0,55,4.7368
70,1.85525,44.6193,3819.54
71,0,55,5.2632
71,1.85394,44.0763,3820.05
72,0,55,5.7895
72,1.85267,43.5616,3820.58
73,0,55,6.3158
73,1.85148,43.0713,3821.09
74,0,55,6.8421
74,1.85031,42.6033,3821.62
75,0,55,7.3684
75,1.84919,42.154,3822.15
76,0,55,7.8947
76,1.84812,41.7222,3822.66
77,0,55,8.4211
77,1.84706,41.3057,3823.21
78,0,55,8.9474
78,1.84604,40.9024,3823.73
79,0,55,9.4737
79,1.84506,40.5124,3824.26
80,0,55,10
80,1.84408,40.1335,3824.81
81,0,55,0
81,1.87912,55,3814.79
82,0,55,0.52632
82,1.87215,50.4399,3815.31
83,0,55,1.0526
83,1.86928,48.5756,3815.83
84,0,55,1.5789
84,1.86707,47.1535,3816.38
85,0,55,2.1053
85,1.86522,45.9622,3816.88
86,0,55,2.6316
86,1.86358,44.9181,3817.42
87,0,55,3.1579
87,1.8621,43.9781,3817.95
88,0,55,3.6842
88,1.86076,43.1176,3818.46
89,0,55,4.2105
89,1.85949,42.3205,3818.99
90,0,55,4.7368
90,1.85831,41.5741,3819.52
91,0,55,5.2632
91,1.85718,40.8708,3820.05
92,0,55,5.7895
92,1.85611,40.2029,3820.6
93,0,55,6.3158
93,1.85511,39.5667,3821.1
94,0,55,6.8421
94,1.85414,38.9605,3821.61
95,0,55,7.3684
95,1.8532,38.3793,3822.14
96,0,55,7.8947
96,1.8523,37.8198,3822.66
97,0,55,8.4211
97,1.85142,37.2805,3823.21
98,0,55,8.9474
98,1.85057,36.7582,3823.75
99,0,55,9.4737
99,1.84977,36.2524,3824.25
100,0,55,10
100,1.84897,35.7633,3824.78
101,0,55,0
101,1.87912,55,3814.79
102,0,55,0.52632
102,1.87323,49.5318,3815.29
103,0,55,1.0526
103,1.87083,47.2915,3815.86
104,0,55,1.5789
104,1.86903,45.584,3816.36
105,0,55,2.1053
105,1.86752,44.1515,3816.89
106,0,55,2.6316
106,1.8662,42.8956,3817.41
107,0,55,3.1579
107,1.86501,41.7658,3817.94
108,0,55,3.6842
108,1.86392,40.7304,3818.48
109,0,55,4.2105
109,1.86293,39.7684,3819
110,0,55,4.7368
110,1.862,38.8704,3819.51
111,0,55,5.2632
111,1.86113,38.0262,3820.03
112,0,55,5.7895
112,1.86029,37.2237,3820.59
113,0,55,6.3158
113,1.85951,36.4583,3821.11
114,0,55,6.8421
114,1.85878,35.7282,3821.61
115,0,55,7.3684
115,1.85807,35.0309,3822.14
116,0,55,7.8947
116,1.85738,34.3591,3822.67
117,0,55,8.4211
117,1.85672,33.7093,3823.21
118,0,55,8.9474
118,1.85609,33.0834,3823.74
